Module_id,Module_name,Status,Block_completeness,Missing_or_alternative_KOs,Detected_KOs,Completed_blocks,Total_blocks,Completeness_percent,Sample,Input_alias,Dataset,Report_file,Detected_KO_count,Missing_or_alternative_KO_count,Module_url,Detected_KO_links
M00777,"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b",INCOMPLETE,0__5,"K14371,K14372,K14373,K14374,K14375",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00777,
M00778,"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide",INCOMPLETE,0__4,"K05551,K05552,K05553,K12420,K05554,K14249,K15884,K15885,K15886,K05555,K14250,K15886",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,11,https://www.kegg.jp/entry/M00778,
M00779,"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin",INCOMPLETE,0__4,"K05556,K14626,K14627,K14628,K14629,K14630,K14631,K14632",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,8,https://www.kegg.jp/entry/M00779,
M00780,"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline",INCOMPLETE,0__7,"K14251,K14252,K14253,K14254,K14255,K14256,K21301",,0.0,7.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,7,https://www.kegg.jp/entry/M00780,
M00781,"Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone",INCOMPLETE,0__4,"K15941,K15942,K15943,K15944",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,4,https://www.kegg.jp/entry/M00781,
M00782,"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin",INCOMPLETE,0__8,"K15959,K15960,K15961,K15963,K15964,K15965,K15966,K15967",,0.0,8.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,8,https://www.kegg.jp/entry/M00782,
M00783,"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C",INCOMPLETE,0__6,"K15968,K15969,K15886,K15970,K15971,K15972",,0.0,6.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,6,https://www.kegg.jp/entry/M00783,
M00784,"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A",INCOMPLETE,0__5,"K19566,K19567,K19568,K19569,K19570",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00784,
M00785,"Cycloserine biosynthesis, arginine/serine => cycloserine",INCOMPLETE,0__6,"K19741,K19723,K19726,K19725,K19724,K19727",,0.0,6.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,6,https://www.kegg.jp/entry/M00785,
M00786,"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A",INCOMPLETE,0__9,"K18281,K14132,K17475,K18280,K17827,K17826,K14134,K17825,K18279",,0.0,9.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,9,https://www.kegg.jp/entry/M00786,
M00787,"Bacilysin biosynthesis, prephenate => bacilysin",INCOMPLETE,0__6,"K19546,K19547,K19550,K19549,K19548,K13037",,0.0,6.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,6,https://www.kegg.jp/entry/M00787,
M00788,"Terpentecin biosynthesis, GGAP => terpentecin",2 BLOCKS MISSING,0__2,"K19835,K19834",,0.0,2.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,2,https://www.kegg.jp/entry/M00788,
M00789,"Rebeccamycin biosynthesis, tryptophan => rebeccamycin",INCOMPLETE,0__6,"K14266,K19884,K19885,K19886,K19887,K19888,K19889",,0.0,6.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,7,https://www.kegg.jp/entry/M00789,
M00790,"Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin",INCOMPLETE,0__4,"K14266,K19981,K14257,K19982",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,4,https://www.kegg.jp/entry/M00790,
M00793,dTDP-L-rhamnose biosynthesis,COMPLETE,4__4,,"K00973,K01710,K01790,K00067",4.0,4.0,100.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,4,0,https://www.kegg.jp/entry/M00793,https://www.kegg.jp/entry/K00067; https://www.kegg.jp/entry/K00973; https://www.kegg.jp/entry/K01710; https://www.kegg.jp/entry/K01790
M00794,dTDP-6-deoxy-D-allose biosynthesis,2 BLOCKS MISSING,0__2,"K13312,K13313",,0.0,2.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,2,https://www.kegg.jp/entry/M00794,
M00795,dTDP-beta-L-noviose biosynthesis,INCOMPLETE,0__3,"K19855,K12710,K17625",,0.0,3.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,3,https://www.kegg.jp/entry/M00795,
M00796,dTDP-D-mycaminose biosynthesis,INCOMPLETE,0__3,"K19853,K19854,K13307",,0.0,3.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,3,https://www.kegg.jp/entry/M00796,
M00797,dTDP-D-desosamine biosynthesis,INCOMPLETE,0__4,"K13308,K13309,K13310,K16436,K13311,K13326",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,6,https://www.kegg.jp/entry/M00797,
M00798,dTDP-L-mycarose biosynthesis,INCOMPLETE,0__5,"K16435,K13315,K13317,K13316,K16438,K13318",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,6,https://www.kegg.jp/entry/M00798,
M00799,dTDP-L-oleandrose biosynthesis,INCOMPLETE,0__5,"K16435,K13315,K16438,K19856,K19857",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00799,
M00800,dTDP-L-megosamine biosynthesis,INCOMPLETE,0__5,"K16435,K16436,K13326,K16438,K13322",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00800,
M00801,dTDP-L-olivose biosynthesis,INCOMPLETE,0__4,"K16435,K13327,K19858,K13319",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,4,https://www.kegg.jp/entry/M00801,
M00802,dTDP-D-forosamine biosynthesis,INCOMPLETE,0__5,"K16435,K13327,K13328,K13329,K13330",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00802,
M00803,dTDP-D-angolosamine biosynthesis,INCOMPLETE,0__4,"K16435,K19859,K16436,K13332",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,4,https://www.kegg.jp/entry/M00803,
M00804,"Complete nitrification, comammox, ammonia => nitrite => nitrate",2 BLOCKS MISSING,1__3,"K10944,K10945,K10946,K10535","K00370,K00371",1.0,3.0,33.333333333333336,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,2,4,https://www.kegg.jp/entry/M00804,https://www.kegg.jp/entry/K00370; https://www.kegg.jp/entry/K00371
M00805,"Staurosporine biosynthesis, tryptophan => staurosporine",INCOMPLETE,0__7,"K20075,K20076,K20077,K20078,K20079,K20080,K20081,K20082",,0.0,7.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,8,https://www.kegg.jp/entry/M00805,
M00808,"Violacein biosynthesis, tryptophan => violacein",INCOMPLETE,0__4,"K20086,K20087,K20088,K20089,K20090",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00808,
M00810,"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde",INCOMPLETE,0__5,"K19818,K19819,K19820,K19826,K19890,K19185,K19186,K19187,K19188,K20155",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,10,https://www.kegg.jp/entry/M00810,
M00811,"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde",INCOMPLETE,0__5,"K20170,K20169,K20170,K20158,K20170,K19700,K20171,K20172,K15359,K18276",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,8,https://www.kegg.jp/entry/M00811,
M00814,"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose",INCOMPLETE,0__8,"K19969,K19979,K19974,K20424,K20425,K20426,K20427,K20430",,0.0,8.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,8,https://www.kegg.jp/entry/M00814,
M00815,"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",INCOMPLETE,0__9,"K19969,K20431,K20432,K20433,K20434,K20435,K20436,K20437,K20438",,0.0,9.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,9,https://www.kegg.jp/entry/M00815,
M00819,"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone",INCOMPLETE,0__7,"K12250,K15907,K18056,K17747,K18091,K18057,K17476",,0.0,7.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,7,https://www.kegg.jp/entry/M00819,
M00823,"Chlortetracycline biosynthesis, pretetramide => chlortetracycline",INCOMPLETE,0__8,"K14251,K14252,K14253,K14254,K14255,K14256,K21301,K14257,K21297",,0.0,8.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,9,https://www.kegg.jp/entry/M00823,
M00824,"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core",2 BLOCKS MISSING,0__2,"K15314,K21160,K21161,K21162,K21163,K21164,K21165,K21166,K21167",,0.0,2.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,9,https://www.kegg.jp/entry/M00824,
M00825,"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core",2 BLOCKS MISSING,0__2,"K15314,K21168,K21169,K21170,K21171,K21172,K21173,K21174",,0.0,2.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,8,https://www.kegg.jp/entry/M00825,
M00826,"C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA",INCOMPLETE,0__6,"K20159,K21175,K20156,K21176,K21177,K21178,K21179",,0.0,6.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,7,https://www.kegg.jp/entry/M00826,
M00827,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",INCOMPLETE,0__6,"K21183,K21181,K21182,K16431,K21184,K21185",,0.0,6.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,6,https://www.kegg.jp/entry/M00827,
M00828,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",INCOMPLETE,0__4,"K21183,K21181,K21182,K21188",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,4,https://www.kegg.jp/entry/M00828,
M00829,"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",INCOMPLETE,0__3,"K15320,K21191,K21192",,0.0,3.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,3,https://www.kegg.jp/entry/M00829,
M00830,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",INCOMPLETE,0__4,"K20422,K20420,K20421,K20423",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,4,https://www.kegg.jp/entry/M00830,
M00831,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",INCOMPLETE,0__5,"K21221,K21222,K21223,K21224,K21225",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00831,
M00832,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",INCOMPLETE,0__5,"K21183,K21227,K21228,K16431,K21185",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00832,
M00833,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin",INCOMPLETE,0__10,"K21254,K21255,K21256,K21257,K21258,K21259,K21260,K21261,K21262,K21263",,0.0,10.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,10,https://www.kegg.jp/entry/M00833,
M00834,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",INCOMPLETE,0__5,"K21254,K21255,K21256,K21257,K21258",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00834,
M00835,"Pyocyanine biosynthesis, chorismate => pyocyanine",INCOMPLETE,1__7,"K13063,K20261,K20260,K20262,K21103,K20940",K06998,1.0,7.0,14.285714285714286,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,1,6,https://www.kegg.jp/entry/M00835,https://www.kegg.jp/entry/K06998
M00836,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",INCOMPLETE,0__4,"K22011,K22012,K21610,K21612",K21611,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,1,4,https://www.kegg.jp/entry/M00836,https://www.kegg.jp/entry/K21611
M00837,"Prodigiosin biosynthesis, L-proline => prodigiosin",INCOMPLETE,0__10,"K21780,K21781,K21782,K21783,K21784,K21785,K21786,K21428,K21778,K21779,K21787",,0.0,10.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,11,https://www.kegg.jp/entry/M00837,
M00838,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",INCOMPLETE,0__10,"K21780,K21781,K21782,K21783,K21784,K21785,K21786,K21791,K21792,K21793,K21787",,0.0,10.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,11,https://www.kegg.jp/entry/M00838,
M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",INCOMPLETE,3__6,"K22100,K13941,K22099","K14652,K01633,K00287",3.0,6.0,50.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,3,3,https://www.kegg.jp/entry/M00840,https://www.kegg.jp/entry/K00287; https://www.kegg.jp/entry/K01633; https://www.kegg.jp/entry/K14652
M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",2 BLOCKS MISSING,3__5,"K22101,K13941","K01495,K11754,K13998",3.0,5.0,60.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,3,2,https://www.kegg.jp/entry/M00841,https://www.kegg.jp/entry/K01495; https://www.kegg.jp/entry/K11754; https://www.kegg.jp/entry/K13998
M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4",1 BLOCK MISSING,2__3,K00072,"K01495,K01737",2.0,3.0,66.66666666666667,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,2,1,https://www.kegg.jp/entry/M00842,https://www.kegg.jp/entry/K01495; https://www.kegg.jp/entry/K01737
M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4",1 BLOCK MISSING,2__3,K17745,"K01495,K01737",2.0,3.0,66.66666666666667,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,2,1,https://www.kegg.jp/entry/M00843,https://www.kegg.jp/entry/K01495; https://www.kegg.jp/entry/K01737
M00844,"Arginine biosynthesis, ornithine => arginine",COMPLETE,3__3,K14681,"K00611,K01940,K01755",3.0,3.0,100.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,3,1,https://www.kegg.jp/entry/M00844,https://www.kegg.jp/entry/K00611; https://www.kegg.jp/entry/K01755; https://www.kegg.jp/entry/K01940
M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine",2 BLOCKS MISSING,5__7,"K22478,K09065","K00145,K00821,K01438,K01940,K01755",5.0,7.0,71.42857142857143,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,5,2,https://www.kegg.jp/entry/M00845,https://www.kegg.jp/entry/K00145; https://www.kegg.jp/entry/K00821; https://www.kegg.jp/entry/K01438; https://www.kegg.jp/entry/K01755; https://www.kegg.jp/entry/K01940
M00846,"Siroheme biosynthesis, glutamate => siroheme",COMPLETE,6__6,"K13543,K00589,K13543,K02304,K24866,K03794","K02492,K01845,K01698,K01749,K01719,K13542,K02302,K02303,K02496",6.0,6.0,100.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,9,5,https://www.kegg.jp/entry/M00846,https://www.kegg.jp/entry/K01698; https://www.kegg.jp/entry/K01719; https://www.kegg.jp/entry/K01749; https://www.kegg.jp/entry/K01845; https://www.kegg.jp/entry/K02302; https://www.kegg.jp/entry/K02303; https://www.kegg.jp/entry/K02492; https://www.kegg.jp/entry/K02496; https://www.kegg.jp/entry/K13542
M00847,"Heme biosynthesis, archaea, siroheme => heme",INCOMPLETE,0__3,"K22225,K22226,K22227",,0.0,3.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,3,https://www.kegg.jp/entry/M00847,
M00848,"Aurachin biosynthesis, anthranilate => aurachin A",INCOMPLETE,0__8,"K09460,K14245,K14246,K22798,K22799,K22800,K21272,K21271,K22801,K22802",K02078,0.0,8.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,1,10,https://www.kegg.jp/entry/M00848,https://www.kegg.jp/entry/K02078
M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea",1 BLOCK MISSING,6__7,"K17942,K18689,K18690,K22813","K00626,K01641,K00021,K00054,K00869,K06981,K01823",6.0,7.0,85.71428571428571,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,7,4,https://www.kegg.jp/entry/M00849,https://www.kegg.jp/entry/K00021; https://www.kegg.jp/entry/K00054; https://www.kegg.jp/entry/K00626; https://www.kegg.jp/entry/K00869; https://www.kegg.jp/entry/K01641; https://www.kegg.jp/entry/K01823; https://www.kegg.jp/entry/K06981
M00850,"Vibrio cholerae pathogenicity signature, cholera toxins",INCOMPLETE,0__6,"K10928,K10929,K10954,K10952,K10953,K10948,K11018",,0.0,6.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,7,https://www.kegg.jp/entry/M00850,
M00851,Carbapenem resistance,1 BLOCK MISSING,0__1,"K18768,K18970,K19316,K22346,K18794,K19318,K18971,K18793,K19319,K19320,K19321,K19322,K18972,K19211,K18976,K21277,K18782,K18781,K18780,K19099,K19216",,0.0,1.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,21,https://www.kegg.jp/entry/M00851,
M00852,"Vibrio cholerae pathogenicity signature, toxin coregulated pilus",INCOMPLETE,0__14,"K10961,K10920,K10919,K10930,K10931,K10962,K10932,K10963,K10933,K10964,K10965,K10934,K10935,K10966",,0.0,14.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,14,https://www.kegg.jp/entry/M00852,
M00853,"ETEC pathogenicity signature, colonization factors",INCOMPLETE,0__5,"K22850,K22851,K22852,K22853,K22854",,0.0,5.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,5,https://www.kegg.jp/entry/M00853,
M00854,"Glycogen biosynthesis, glucose-1P => glycogen/starch",COMPLETE,3__3,"K00750,K16150,K16153,K13679,K20812,K13679,K20812","K00963,K00693,K00700,K16149,K00975,K00703",3.0,3.0,100.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,6,5,https://www.kegg.jp/entry/M00854,https://www.kegg.jp/entry/K00693; https://www.kegg.jp/entry/K00700; https://www.kegg.jp/entry/K00703; https://www.kegg.jp/entry/K00963; https://www.kegg.jp/entry/K00975; https://www.kegg.jp/entry/K16149
M00855,"Glycogen degradation, glycogen => glucose-6P",COMPLETE,3__3,"K16153,K22451,K02438,K01200","K00688,K01196,K00705,K15779,K01835,K15778",3.0,3.0,100.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,6,4,https://www.kegg.jp/entry/M00855,https://www.kegg.jp/entry/K00688; https://www.kegg.jp/entry/K00705; https://www.kegg.jp/entry/K01196; https://www.kegg.jp/entry/K01835; https://www.kegg.jp/entry/K15778; https://www.kegg.jp/entry/K15779
M00856,"Salmonella enterica pathogenicity signature, typhoid toxin",INCOMPLETE,0__4,"K11014,K11023,K19298,K22918",,0.0,4.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,4,https://www.kegg.jp/entry/M00856,
M00857,"Salmonella enterica pathogenicity signature, Vi antigen",INCOMPLETE,0__7,"K22914,K22926,K22925,K22915,K22916,K22917,K22924,K22921,K22923,K22922",,0.0,7.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,10,https://www.kegg.jp/entry/M00857,
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",INCOMPLETE,0__3,"K11030,K08645,K11029",,0.0,3.0,0.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,0,3,https://www.kegg.jp/entry/M00859,
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",INCOMPLETE,1__7,"K22976,K22977,K22980,K22116,K01932,K22981",K07282,1.0,7.0,14.285714285714286,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,1,6,https://www.kegg.jp/entry/M00860,https://www.kegg.jp/entry/K07282
M00861,"beta-Oxidation, peroxisome, VLCFA",1 BLOCK MISSING,2__3,"K00232,K07513","K12405,K08764",2.0,3.0,66.66666666666667,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,2,2,https://www.kegg.jp/entry/M00861,https://www.kegg.jp/entry/K08764; https://www.kegg.jp/entry/K12405
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",1 BLOCK MISSING,2__3,K10214,"K12405,K08764",2.0,3.0,66.66666666666667,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,2,1,https://www.kegg.jp/entry/M00862,https://www.kegg.jp/entry/K08764; https://www.kegg.jp/entry/K12405
M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type",1 BLOCK MISSING,8__9,K09778,"K00677,K02535,K16363,K02536,K03269,K09949,K00748,K00912,K02527,K02517",8.0,9.0,88.88888888888889,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,10,1,https://www.kegg.jp/entry/M00866,https://www.kegg.jp/entry/K00677; https://www.kegg.jp/entry/K00748; https://www.kegg.jp/entry/K00912; https://www.kegg.jp/entry/K02517; https://www.kegg.jp/entry/K02527; https://www.kegg.jp/entry/K02535; https://www.kegg.jp/entry/K02536; https://www.kegg.jp/entry/K03269; https://www.kegg.jp/entry/K09949; https://www.kegg.jp/entry/K16363
M00867,KDO2-lipid A modification pathway,INCOMPLETE,1__5,"K12977,K23082,K23083,K23159,K09953",K03760,1.0,5.0,20.0,Ga0541017,Ga0541017,metagenomes,reportKMC_Ga0541017_proteins.faa.tsv,1,5,https://www.kegg.jp/entry/M00867,https://www.kegg.jp/entry/K03760
